,output_id,current_time,domain_dimensions,domain_left_edge,domain_right_edge,cosmological_simulation,current_redshift,omega_lambda,omega_matter,omega_radiation,hubble_constant,H1_6562.80A Luminosity,O1_1304.86A Luminosity,O1_6300.30A Luminosity,O2_3728.80A Luminosity,O2_3726.10A Luminosity,O3_1660.81A Luminosity,O3_1666.15A Luminosity,O3_4363.21A Luminosity,O3_4958.91A Luminosity,O3_5006.84A Luminosity,He2_1640.41A Luminosity,C2_1335.66A Luminosity,C3_1906.68A Luminosity,C3_1908.73A Luminosity,C4_1549.00A Luminosity,Mg2_2795.53A Luminosity,Mg2_2802.71A Luminosity,Ne3_3868.76A Luminosity,Ne3_3967.47A Luminosity,N5_1238.82A Luminosity,N5_1242.80A Luminosity,N4_1486.50A Luminosity,N3_1749.67A Luminosity,S2_6716.44A Luminosity,S2_6730.82A Luminosity,"('gas', 'temperature')_min","('gas', 'temperature')_max","('gas', 'temperature')_mean","('gas', 'temperature')_agg","('gas', 'density')_min","('gas', 'density')_max","('gas', 'density')_mean","('gas', 'density')_agg","('gas', 'my_H_nuclei_density')_min","('gas', 'my_H_nuclei_density')_max","('gas', 'my_H_nuclei_density')_mean","('gas', 'my_H_nuclei_density')_agg","('gas', 'my_temperature')_min","('gas', 'my_temperature')_max","('gas', 'my_temperature')_mean","('gas', 'my_temperature')_agg","('gas', 'ion_param')_min","('gas', 'ion_param')_max","('gas', 'ion_param')_mean","('gas', 'ion_param')_agg","('gas', 'metallicity')_min","('gas', 'metallicity')_max","('gas', 'metallicity')_mean","('gas', 'metallicity')_agg","('gas', 'OII_ratio')_min","('gas', 'OII_ratio')_max","('gas', 'OII_ratio')_mean","('gas', 'OII_ratio')_agg","('ramses', 'xHI')_min","('ramses', 'xHI')_max","('ramses', 'xHI')_mean","('ramses', 'xHI')_agg","('ramses', 'xHII')_min","('ramses', 'xHII')_max","('ramses', 'xHII')_mean","('ramses', 'xHII')_agg","('ramses', 'xHeII')_min","('ramses', 'xHeII')_max","('ramses', 'xHeII')_mean","('ramses', 'xHeII')_agg","('ramses', 'xHeIII')_min","('ramses', 'xHeIII')_max","('ramses', 'xHeIII')_mean","('ramses', 'xHeIII')_agg","('star', 'particle_mass')_min","('star', 'particle_mass')_max","('star', 'particle_mass')_mean","('star', 'particle_mass')_agg","('gas', 'flux_H1_6562.80A')_min","('gas', 'flux_H1_6562.80A')_max","('gas', 'flux_H1_6562.80A')_mean","('gas', 'flux_H1_6562.80A')_agg","('gas', 'luminosity_H1_6562.80A')_min","('gas', 'luminosity_H1_6562.80A')_max","('gas', 'luminosity_H1_6562.80A')_mean","('gas', 'luminosity_H1_6562.80A')_agg","('gas', 'flux_O1_1304.86A')_min","('gas', 'flux_O1_1304.86A')_max","('gas', 'flux_O1_1304.86A')_mean","('gas', 'flux_O1_1304.86A')_agg","('gas', 'luminosity_O1_1304.86A')_min","('gas', 'luminosity_O1_1304.86A')_max","('gas', 'luminosity_O1_1304.86A')_mean","('gas', 'luminosity_O1_1304.86A')_agg","('gas', 'flux_O1_6300.30A')_min","('gas', 'flux_O1_6300.30A')_max","('gas', 'flux_O1_6300.30A')_mean","('gas', 'flux_O1_6300.30A')_agg","('gas', 'luminosity_O1_6300.30A')_min","('gas', 'luminosity_O1_6300.30A')_max","('gas', 'luminosity_O1_6300.30A')_mean","('gas', 'luminosity_O1_6300.30A')_agg","('gas', 'flux_O2_3728.80A')_min","('gas', 'flux_O2_3728.80A')_max","('gas', 'flux_O2_3728.80A')_mean","('gas', 'flux_O2_3728.80A')_agg","('gas', 'luminosity_O2_3728.80A')_min","('gas', 'luminosity_O2_3728.80A')_max","('gas', 'luminosity_O2_3728.80A')_mean","('gas', 'luminosity_O2_3728.80A')_agg","('gas', 'flux_O2_3726.10A')_min","('gas', 'flux_O2_3726.10A')_max","('gas', 'flux_O2_3726.10A')_mean","('gas', 'flux_O2_3726.10A')_agg","('gas', 'luminosity_O2_3726.10A')_min","('gas', 'luminosity_O2_3726.10A')_max","('gas', 'luminosity_O2_3726.10A')_mean","('gas', 'luminosity_O2_3726.10A')_agg","('gas', 'flux_O3_1660.81A')_min","('gas', 'flux_O3_1660.81A')_max","('gas', 'flux_O3_1660.81A')_mean","('gas', 'flux_O3_1660.81A')_agg","('gas', 'luminosity_O3_1660.81A')_min","('gas', 'luminosity_O3_1660.81A')_max","('gas', 'luminosity_O3_1660.81A')_mean","('gas', 'luminosity_O3_1660.81A')_agg","('gas', 'flux_O3_1666.15A')_min","('gas', 'flux_O3_1666.15A')_max","('gas', 'flux_O3_1666.15A')_mean","('gas', 'flux_O3_1666.15A')_agg","('gas', 'luminosity_O3_1666.15A')_min","('gas', 'luminosity_O3_1666.15A')_max","('gas', 'luminosity_O3_1666.15A')_mean","('gas', 'luminosity_O3_1666.15A')_agg","('gas', 'flux_O3_4363.21A')_min","('gas', 'flux_O3_4363.21A')_max","('gas', 'flux_O3_4363.21A')_mean","('gas', 'flux_O3_4363.21A')_agg","('gas', 'luminosity_O3_4363.21A')_min","('gas', 'luminosity_O3_4363.21A')_max","('gas', 'luminosity_O3_4363.21A')_mean","('gas', 'luminosity_O3_4363.21A')_agg","('gas', 'flux_O3_4958.91A')_min","('gas', 'flux_O3_4958.91A')_max","('gas', 'flux_O3_4958.91A')_mean","('gas', 'flux_O3_4958.91A')_agg","('gas', 'luminosity_O3_4958.91A')_min","('gas', 'luminosity_O3_4958.91A')_max","('gas', 'luminosity_O3_4958.91A')_mean","('gas', 'luminosity_O3_4958.91A')_agg","('gas', 'flux_O3_5006.84A')_min","('gas', 'flux_O3_5006.84A')_max","('gas', 'flux_O3_5006.84A')_mean","('gas', 'flux_O3_5006.84A')_agg","('gas', 'luminosity_O3_5006.84A')_min","('gas', 'luminosity_O3_5006.84A')_max","('gas', 'luminosity_O3_5006.84A')_mean","('gas', 'luminosity_O3_5006.84A')_agg","('gas', 'flux_He2_1640.41A')_min","('gas', 'flux_He2_1640.41A')_max","('gas', 'flux_He2_1640.41A')_mean","('gas', 'flux_He2_1640.41A')_agg","('gas', 'luminosity_He2_1640.41A')_min","('gas', 'luminosity_He2_1640.41A')_max","('gas', 'luminosity_He2_1640.41A')_mean","('gas', 'luminosity_He2_1640.41A')_agg","('gas', 'flux_C2_1335.66A')_min","('gas', 'flux_C2_1335.66A')_max","('gas', 'flux_C2_1335.66A')_mean","('gas', 'flux_C2_1335.66A')_agg","('gas', 'luminosity_C2_1335.66A')_min","('gas', 'luminosity_C2_1335.66A')_max","('gas', 'luminosity_C2_1335.66A')_mean","('gas', 'luminosity_C2_1335.66A')_agg","('gas', 'flux_C3_1906.68A')_min","('gas', 'flux_C3_1906.68A')_max","('gas', 'flux_C3_1906.68A')_mean","('gas', 'flux_C3_1906.68A')_agg","('gas', 'luminosity_C3_1906.68A')_min","('gas', 'luminosity_C3_1906.68A')_max","('gas', 'luminosity_C3_1906.68A')_mean","('gas', 'luminosity_C3_1906.68A')_agg","('gas', 'flux_C3_1908.73A')_min","('gas', 'flux_C3_1908.73A')_max","('gas', 'flux_C3_1908.73A')_mean","('gas', 'flux_C3_1908.73A')_agg","('gas', 'luminosity_C3_1908.73A')_min","('gas', 'luminosity_C3_1908.73A')_max","('gas', 'luminosity_C3_1908.73A')_mean","('gas', 'luminosity_C3_1908.73A')_agg","('gas', 'flux_C4_1549.00A')_min","('gas', 'flux_C4_1549.00A')_max","('gas', 'flux_C4_1549.00A')_mean","('gas', 'flux_C4_1549.00A')_agg","('gas', 'luminosity_C4_1549.00A')_min","('gas', 'luminosity_C4_1549.00A')_max","('gas', 'luminosity_C4_1549.00A')_mean","('gas', 'luminosity_C4_1549.00A')_agg","('gas', 'flux_Mg2_2795.53A')_min","('gas', 'flux_Mg2_2795.53A')_max","('gas', 'flux_Mg2_2795.53A')_mean","('gas', 'flux_Mg2_2795.53A')_agg","('gas', 'luminosity_Mg2_2795.53A')_min","('gas', 'luminosity_Mg2_2795.53A')_max","('gas', 'luminosity_Mg2_2795.53A')_mean","('gas', 'luminosity_Mg2_2795.53A')_agg","('gas', 'flux_Mg2_2802.71A')_min","('gas', 'flux_Mg2_2802.71A')_max","('gas', 'flux_Mg2_2802.71A')_mean","('gas', 'flux_Mg2_2802.71A')_agg","('gas', 'luminosity_Mg2_2802.71A')_min","('gas', 'luminosity_Mg2_2802.71A')_max","('gas', 'luminosity_Mg2_2802.71A')_mean","('gas', 'luminosity_Mg2_2802.71A')_agg","('gas', 'flux_Ne3_3868.76A')_min","('gas', 'flux_Ne3_3868.76A')_max","('gas', 'flux_Ne3_3868.76A')_mean","('gas', 'flux_Ne3_3868.76A')_agg","('gas', 'luminosity_Ne3_3868.76A')_min","('gas', 'luminosity_Ne3_3868.76A')_max","('gas', 'luminosity_Ne3_3868.76A')_mean","('gas', 'luminosity_Ne3_3868.76A')_agg","('gas', 'flux_Ne3_3967.47A')_min","('gas', 'flux_Ne3_3967.47A')_max","('gas', 'flux_Ne3_3967.47A')_mean","('gas', 'flux_Ne3_3967.47A')_agg","('gas', 'luminosity_Ne3_3967.47A')_min","('gas', 'luminosity_Ne3_3967.47A')_max","('gas', 'luminosity_Ne3_3967.47A')_mean","('gas', 'luminosity_Ne3_3967.47A')_agg","('gas', 'flux_N5_1238.82A')_min","('gas', 'flux_N5_1238.82A')_max","('gas', 'flux_N5_1238.82A')_mean","('gas', 'flux_N5_1238.82A')_agg","('gas', 'luminosity_N5_1238.82A')_min","('gas', 'luminosity_N5_1238.82A')_max","('gas', 'luminosity_N5_1238.82A')_mean","('gas', 'luminosity_N5_1238.82A')_agg","('gas', 'flux_N5_1242.80A')_min","('gas', 'flux_N5_1242.80A')_max","('gas', 'flux_N5_1242.80A')_mean","('gas', 'flux_N5_1242.80A')_agg","('gas', 'luminosity_N5_1242.80A')_min","('gas', 'luminosity_N5_1242.80A')_max","('gas', 'luminosity_N5_1242.80A')_mean","('gas', 'luminosity_N5_1242.80A')_agg","('gas', 'flux_N4_1486.50A')_min","('gas', 'flux_N4_1486.50A')_max","('gas', 'flux_N4_1486.50A')_mean","('gas', 'flux_N4_1486.50A')_agg","('gas', 'luminosity_N4_1486.50A')_min","('gas', 'luminosity_N4_1486.50A')_max","('gas', 'luminosity_N4_1486.50A')_mean","('gas', 'luminosity_N4_1486.50A')_agg","('gas', 'flux_N3_1749.67A')_min","('gas', 'flux_N3_1749.67A')_max","('gas', 'flux_N3_1749.67A')_mean","('gas', 'flux_N3_1749.67A')_agg","('gas', 'luminosity_N3_1749.67A')_min","('gas', 'luminosity_N3_1749.67A')_max","('gas', 'luminosity_N3_1749.67A')_mean","('gas', 'luminosity_N3_1749.67A')_agg","('gas', 'flux_S2_6716.44A')_min","('gas', 'flux_S2_6716.44A')_max","('gas', 'flux_S2_6716.44A')_mean","('gas', 'flux_S2_6716.44A')_agg","('gas', 'luminosity_S2_6716.44A')_min","('gas', 'luminosity_S2_6716.44A')_max","('gas', 'luminosity_S2_6716.44A')_mean","('gas', 'luminosity_S2_6716.44A')_agg","('gas', 'flux_S2_6730.82A')_min","('gas', 'flux_S2_6730.82A')_max","('gas', 'flux_S2_6730.82A')_mean","('gas', 'flux_S2_6730.82A')_agg","('gas', 'luminosity_S2_6730.82A')_min","('gas', 'luminosity_S2_6730.82A')_max","('gas', 'luminosity_S2_6730.82A')_mean","('gas', 'luminosity_S2_6730.82A')_agg",Stellar Mass
0,304,4.247313990475821 code_time,"[32.0, 32.0, 32.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1.0,9.952258448671385,0.730000019073486,0.270000010728836,0.0,0.7,1.0048220937459535e+39,3.2048303529387653e+32,3.6690461070808696e+34,6.703641555953991e+35,4.52643415470793e+35,1.4480360788313112e+34,4.240609538119377e+34,8.675316828845624e+33,3.340638224624106e+34,9.967033202197056e+34,1.0663846998080147e+37,1.800907749452098e+34,1.841748396755347e+35,1.1733266288340624e+35,8.308164157208015e+30,3.369781870179105e+35,1.699976274826603e+35,6.870793352469289e+33,2.0854080324068369e+33,1.4860087554869588e+34,7.413387631487424e+33,9.166416951132884e+33,1.054860800990484e+34,1.684303708341877e+35,1.1753129766173855e+35,13.56687660122726,838472596.608955,38486957.75380235,44921823142407.086,7.0772330411855e-30,1.109328129566133e-21,2.1839206824376485e-24,2.5490634848584935e-18,3.2401789827114337e-06,507.88516775316936,0.99986730039314,1167041.1135496714,7.980739057576471,489181886.6348815,22455057.257567257,26209453010803.473,5.573511139605678e-38,297157.19294923625,40.0793109205706,46780411.38924632,5.140023740373352e-42,0.05006607471400819,0.020385762200481397,23794.180097353084,0.0,1.5072589148636342,0.1022331876736485,119326.16771993184,9.999999999999996e-13,0.9999878319748322,0.19940507813817404,232744.8095825642,1.2105286925860294e-05,0.9999999999980003,0.8005949019224694,934451.1671442986,2.64097893362692e-08,0.9869497450162239,0.18844363874252582,219950.66136572117,9.999999999999998e-13,0.9999999735892108,0.5468155311593774,638240.9007071008,2.0575210922609583e-15,2.286134546956623e-15,2.1645979961832212e-15,1.8217040276078372e-10,0.0,6.142735025942115e-22,1.9860749576080624e-25,2.3181387462203e-19,0.0,2.4044586255230877e+36,8.608854843110784e+32,1.0048220937459535e+39,0.0,9.033678880737673e-29,3.546410025999059e-32,4.1393555967059974e-26,0.0,2.5426311879528946e+29,2.7457516586235432e+26,3.2048303529387653e+32,0.0,1.3748724095111645e-26,3.4168320804581316e-30,3.988112736982409e-24,0.0,3.6507205853898785e+31,3.14347042577328e+28,3.6690461070808696e+34,0.0,1.1382997578853781e-25,6.014924516528843e-29,7.020595835994399e-23,0.0,4.87525463605837e+32,5.743372626323249e+29,6.703641555953991e+35,0.0,7.830338942388534e-26,4.0963632918234225e-29,4.7812588487631317e-23,0.0,3.300391681636362e+32,3.878041181350802e+29,4.52643415470793e+35,0.0,7.895084107299219e-27,6.419698001877457e-30,7.493045828999361e-24,0.0,5.344490510625221e+31,1.2406108989675352e+28,1.4480360788313112e+34,0.0,2.312127297059366e-26,1.8800222205995203e-29,2.1943544157948776e-23,0.0,1.5651042656504793e+32,3.633159759045933e+28,4.240609538119377e+34,0.0,4.5523722257362764e-27,3.818105644555364e-30,4.456477635902442e-24,0.0,3.0822433294738156e+31,7.432613570339192e+27,8.675316828845624e+33,0.0,1.594120453583949e-26,1.3669478398511866e-29,1.5954960508829456e-23,0.0,1.0476147671335319e+32,2.8621056143305035e+28,3.340638224624106e+34,0.0,4.7562575590147295e-26,4.0784077535349785e-29,4.760301216295013e-23,0.0,3.12558084197092e+32,8.539296915168537e+28,9.967033202197056e+34,0.0,4.164539904160913e-24,4.831514211676804e-28,5.639324061812319e-22,0.0,2.246745464184864e+34,9.136295016501211e+30,1.0663846998080147e+37,0.0,2.7496630285416534e-27,1.5594852499108294e-30,1.8202249457549204e-24,0.0,4.172631857670783e+31,1.5429351620911124e+28,1.800907749452098e+34,0.0,6.701905141536786e-26,5.18026248858574e-29,6.046381655627321e-23,0.0,5.376358531087751e+32,1.5779255555668003e+29,1.841748396755347e+35,0.0,4.054827936711639e-26,3.1707105571018606e-29,3.7008406794070636e-23,0.0,3.405805738193328e+32,1.0052524416071185e+29,1.1733266288340624e+35,0.0,6.546196296183181e-29,1.5407625030418193e-32,1.7983718305003992e-26,0.0,4.4196836613388666e+28,7.118054000534628e+24,8.308164157208015e+30,0.0,8.823605535796034e-26,3.195453807242937e-29,3.729720901998727e-23,0.0,3.266657383948014e+32,2.8870745531848167e+29,3.369781870179105e+35,0.0,4.452988467427274e-26,1.6122682924086416e-29,1.881833101826197e-23,0.0,1.6467896495150458e+32,1.4564617037983364e+29,1.699976274826603e+35,0.0,4.639895068279615e-27,3.9983069870781404e-30,4.666807922089657e-24,0.0,2.2085149659211485e+31,5.886580619252713e+27,6.870793352469289e+33,0.0,1.4082833992400148e-27,1.2135496741358077e-30,1.4164503254526181e-24,0.0,6.703307446084348e+30,1.7866819560783593e+27,2.0854080324068369e+33,0.0,8.615467887723252e-25,6.444440837646439e-28,7.521925567937574e-22,0.0,1.052160850070378e+32,1.2731441467302483e+28,1.4860087554869588e+34,0.0,4.292314139765122e-25,3.2108055681583315e-28,3.747639415932132e-22,0.0,5.248373837869436e+31,6.351450511728471e+27,7.413387631487424e+33,0.0,4.445916692645406e-26,9.108385480014776e-30,1.0631271098731327e-23,0.0,4.1347591105873285e+31,7.853365631079e+27,9.166416951132884e+33,0.0,4.286815643456709e-27,3.3396475675975455e-30,3.898023282309585e-24,0.0,3.237878714720118e+31,9.037563536805163e+27,1.054860800990484e+34,0.0,4.5109883319169346e-26,1.6242361123621024e-29,1.8958018934045963e-23,0.0,1.3019885341495252e+32,1.4430341676478303e+29,1.684303708341877e+35,0.0,3.2977182920331184e-26,1.1458005979657905e-29,1.3373738747432788e-23,0.0,9.227014961967623e+31,1.0069542532851256e+29,1.1753129766173855e+35,1.8217040276078372e-10
1,305,4.244443006302539 code_time,"[32.0, 32.0, 32.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]",1.0,9.937306470981875,0.730000019073486,0.270000010728836,0.0,0.7,7.961491627209554e+38,2.5187594340241075e+32,3.19731783470342e+34,4.931786099410121e+35,3.328893918435397e+35,1.1136866994343237e+34,3.2614624595414927e+34,6.565355095968235e+33,2.393943784634822e+34,7.142507729277133e+34,9.367145481048831e+36,1.344698816029118e+34,1.3506207671553422e+35,8.595804977132398e+34,6.870625194221636e+30,2.6939526334578183e+35,1.3591282961671126e+35,5.335785459909237e+33,1.6195037109883377e+33,1.194564003218138e+34,5.959755422565599e+33,7.466967243055147e+33,7.804073580642139e+33,1.3532657162417438e+35,9.436993448564407e+34,14.624141491284824,901362400.353914,37173993.87065015,43182575195938.81,6.1063427444973756e-30,1.2271016878825703e-21,2.4043870464268875e-24,2.793017742289051e-18,2.7956749914566297e-06,561.8055920426225,1.1008037080026711,1278731.014541975,8.554836986475923,525873200.9168633,21689239.16565329,25194957648954.492,3.061800559854479e-37,293890.21365125146,87.949721186865,102165386.42118275,7.186284406561548e-42,0.05003701582685832,0.02120964770102356,24637.847897530803,0.0,1.5078116586388037,0.10161133801018159,118035.18501811929,9.999999999999996e-13,0.9999887098728295,0.2056717597573558,238915.30897397624,1.1222125579140569e-05,0.9999999999980003,0.7943282195938768,922718.6670397135,2.7144173049056367e-08,0.9905286783443308,0.1774488912057642,206130.66528691672,9.999999999999998e-13,0.999999972854827,0.5499150867393106,638800.0618693322,2.0575210922609583e-15,2.286134546956623e-15,2.1589179057143636e-15,1.8169237202701512e-10,0.0,3.1060703832511403e-22,1.4691617078415508e-25,1.7066281913268119e-19,0.0,2.0867327633324863e+36,6.853700586595738e+32,7.961491627209554e+38,0.0,1.974290117960022e-28,2.7414412421351754e-32,3.1845513558664526e-26,0.0,2.2157390936568397e+29,2.1682900414623776e+26,2.5187594340241075e+32,0.0,2.4335083133796972e-26,2.5689427785182114e-30,2.984171275581224e-24,0.0,3.725335648011234e+31,2.752431346451137e+28,3.19731783470342e+34,0.0,2.35905442921472e-25,3.874565862044953e-29,4.5008274405907266e-23,0.0,3.40272765905796e+32,4.245559358119787e+29,4.931786099410121e+35,0.0,1.6174543663055373e-25,2.630723817023961e-29,3.0559382304648115e-23,0.0,2.2856843440646638e+32,2.8656994530423498e+29,3.328893918435397e+35,0.0,2.4274864313258482e-26,5.18403411836665e-31,6.021950289054726e-25,0.0,3.625577482480063e+31,9.587242620604456e+27,1.1136866994343237e+34,0.0,7.108903713921091e-26,1.5181472053514592e-30,1.763531410741237e-24,0.0,1.0617581556172353e+32,2.807650653770028e+28,3.2614624595414927e+34,0.0,1.3855504965338135e-26,3.324803597700674e-31,3.8622049024114246e-25,0.0,2.044715069667183e+31,5.651827594550637e+27,6.565355095968235e+33,0.0,4.535822380208845e-26,1.580054483290103e-30,1.8354450096422153e-24,0.0,6.956141257707099e+31,2.060841697673124e+28,2.393943784634822e+34,0.0,1.3533012531295524e-25,4.714211729419912e-30,5.4761886280929696e-24,0.0,2.075384948977958e+32,6.148673101232517e+28,7.142507729277133e+34,0.0,2.483357451076076e-23,4.9403125527180115e-28,5.738835031864034e-22,0.0,2.0140198340383123e+34,8.063766626191064e+30,9.367145481048831e+36,0.0,7.600440729254458e-27,6.304358988216974e-31,7.323357748918436e-25,0.0,2.754772306364815e+31,1.1575925085088058e+28,1.344698816029118e+34,0.0,2.268656959132392e-25,7.308585519751799e-30,8.489901431651362e-24,0.0,3.595300673994952e+32,1.1626904577133091e+29,1.3506207671553422e+35,0.0,1.4359431586816848e-25,4.667290300688506e-30,5.4216831011499924e-24,0.0,2.2777459345310034e+32,7.3997532588856715e+28,8.595804977132398e+34,0.0,7.198864627568661e-29,6.103824122612635e-34,7.090409630847005e-28,0.0,3.5745046103336693e+28,5.914621295710728e+24,6.870625194221636e+30,0.0,2.424733368060893e-25,2.221200508146189e-29,2.5802220310798902e-23,0.0,3.1115572836297353e+32,2.3191062188760127e+29,2.6939526334578183e+35,0.0,1.2222770013573938e-25,1.1207775195728024e-29,1.3019332731714328e-23,0.0,1.568665197463314e+32,1.1700142180472616e+29,1.3591282961671126e+35,0.0,1.1185718664662441e-26,2.6368274608100246e-31,3.063028430610592e-25,0.0,1.8193746823469764e+31,4.5933447711665097e+27,5.335785459909237e+33,0.0,3.395028494233332e-27,8.003223158831513e-32,9.296816130886086e-26,0.0,5.522130750363562e+30,1.3941600460974262e+27,1.6195037109883377e+33,0.0,1.7370046522044471e-25,2.8760703041783434e-29,3.340941051723906e-23,0.0,8.310142807139406e+31,1.0283480022262933e+28,1.194564003218138e+34,0.0,8.664662627476878e-26,1.4329366970846724e-29,1.6645479871812562e-23,0.0,4.1475978974443905e+31,5.13049327289456e+27,5.959755422565599e+33,0.0,6.217183865824212e-26,4.022766026578994e-31,4.672981790519063e-25,0.0,2.594143047382725e+31,6.427986132512604e+27,7.466967243055147e+33,0.0,1.4057224031699048e-26,4.01235959501101e-31,4.660893325791019e-25,0.0,2.1599518016912235e+31,6.718186262318543e+27,7.804073580642139e+33,0.0,7.948591551018766e-26,1.1376690686068863e-29,1.3215550708420918e-23,0.0,1.1582669516336977e+32,1.1649673789177518e+29,1.3532657162417438e+35,0.0,5.679778817968727e-26,7.993624852785282e-30,9.285666412240378e-24,0.0,8.193181275066089e+31,8.123895692244206e+28,9.436993448564407e+34,1.816923720270151e-10
